netCodes	staCodes	stlas	stlos	startDate	endDate	numDays	gapDays	netFlag	staFlag
XI	HERO	7.026308	39.276914	03-Mar-2001 00:00:00	01-Jan-2002 23:59:59	173	132	3	3
XI	CHEF	6.16128	38.210143	06-Mar-2001 00:00:00	07-Mar-2002 23:59:59	171	196	3	3
XI	KR42	0.037997	35.726285	08-Oct-2000 00:00:00	08-Jan-2002 23:59:59	169	289	3	3
XI	NARO	-1.073276	35.865423	16-Jan-2001 00:00:00	28-Aug-2001 23:59:59	133	92	3	3
XI	BUTA	8.117087	38.382372	08-Mar-2001 00:00:00	18-Jan-2002 23:59:59	132	185	3	3
XI	WELK	8.294598	37.781794	01-Mar-2001 00:00:00	11-Jul-2001 23:59:59	125	8	3	3
XI	BARI	0.466233	35.980567	12-Jul-2001 00:00:00	01-Apr-2002 23:59:59	120	144	3	3
XI	KITU	-1.373014	38.002077	14-Jul-2001 00:00:00	24-Jan-2002 23:59:59	120	75	3	3
XI	ANGA	-2.5	36.8	06-Oct-2001 00:00:00	13-Mar-2002 23:59:59	82	77	3	3
XI	BIRH	9.672332	39.525336	23-Mar-2001 00:00:00	22-May-2001 23:59:59	53	8	3	3
XI	BOKO	-2.255681	37.729881	19-Oct-2001 00:00:00	28-Nov-2001 23:59:59	22	19	3	3
XI	NDEI	-2.692823	38.168715	03-Sep-2001 00:00:00	12-Nov-2001 23:59:59	10	61	3	3
XI	KIBO	-2.255696	37.729884	30-Jun-2001 00:00:00	12-Aug-2001 23:59:59	7	37	3	3
XI	WELI	8.533985	37.982224	31-Dec--0001 00:00:00	31-Dec--0001 00:00:00	0	0	3	3
NJ	TORO	10.055	9.12	24-Feb-2012 00:00:00	31-Dec-2013 23:59:59	503	174	3	3
NJ	KAD	10.435	7.6414	02-May-2011 00:00:00	07-May-2012 23:59:59	96	276	3	3
NJ	IFE	7.55	4.547	02-Apr-2012 00:00:00	02-Jul-2012 23:59:59	91	1	3	3
NJ	NSU	6.867	7.417	03-May-2012 00:00:00	31-Jul-2012 23:59:59	90	0	3	3
NJ	AWK	6.243	7.112	16-Jun-2012 00:00:00	31-Jul-2012 23:59:59	46	0	3	3
YH	MANG	-7.1981	38.7733	22-Feb-2010 00:00:00	04-Jul-2011 23:59:59	492	6	3	3
YH	KIMA	-8.9199	39.5141	18-Feb-2010 00:00:00	10-Jul-2011 23:59:59	470	38	3	3
YH	CHAL	-6.6403	38.367	22-Feb-2010 00:00:00	12-Jul-2011 23:59:59	441	65	3	3
YH	WALE	-9.7896	37.917	13-Apr-2010 00:00:00	17-Jul-2011 23:59:59	407	54	3	3
YH	MOHO	-8.1426	39.1832	13-Feb-2010 00:00:00	14-Jul-2011 23:59:59	337	180	3	3
YH	IFAK	-8.1397	36.6828	25-Feb-2010 00:00:00	02-May-2011 23:59:59	335	97	3	3
YH	INDI	-10.0167	39.7149	14-Feb-2010 00:00:00	15-Jul-2011 23:59:59	302	215	3	3
YH	MTWA	-10.2776	40.194	15-Feb-2010 00:00:00	16-Jul-2011 23:59:59	282	235	3	3
XW	LIRA	2.1096	33.0643	17-Jan-2017 00:00:00	18-May-2018 23:59:59	484	3	3	3
XW	KABG	3.5104	34.1433	21-Jan-2017 00:00:00	20-May-2018 23:59:59	482	3	3	3
XW	KUMI	1.4769	33.8648	20-Jan-2017 00:00:00	18-May-2018 23:59:59	481	3	3	3
XW	NAPK	2.3692	34.3775	23-Jan-2017 00:00:00	22-May-2018 23:59:59	480	5	3	3
XW	KITG	3.292	32.8798	19-Jan-2017 00:00:00	19-May-2018 23:59:59	475	11	3	3
XW	KOTD	3.0002	34.1104	22-Jan-2017 00:00:00	20-May-2018 23:59:59	411	73	3	3
XW	AMDT	1.9487	34.9358	24-Jan-2017 00:00:00	21-May-2018 23:59:59	394	89	3	3
XW	GULU	2.8778	32.2848	18-Jan-2017 00:00:00	19-May-2018 23:59:59	375	112	3	3
XW	LANG	2.7402	33.5637	19-Jan-2017 00:00:00	19-May-2018 23:59:59	321	165	3	3
YJ	MEKE	8.16227	38.833	01-Nov-2001 00:00:00	29-Jan-2003 23:59:59	455	0	3	3
YJ	NURE	8.73121	39.795551	02-Nov-2001 00:00:00	29-Jan-2003 23:59:59	453	1	3	3
YJ	DONE	8.50899	39.5504	03-Nov-2001 00:00:00	29-Jan-2003 23:59:59	452	1	3	3
YJ	AREE	8.93852	39.4188	01-Nov-2001 00:00:00	28-Jan-2003 23:59:59	450	4	3	3
YJ	DIKE	8.06273	39.55658	31-Oct-2001 00:00:00	21-Jan-2003 23:59:59	446	2	3	3
YJ	SENE	9.14664	39.016602	27-Oct-2001 00:00:00	16-Jan-2003 23:59:59	446	1	3	3
YJ	ADUE	8.54035	38.901901	03-Nov-2001 00:00:00	28-Jan-2003 23:59:59	444	8	3	3
YJ	MECE	8.59378	40.3241	16-Nov-2001 00:00:00	22-Jan-2003 23:59:59	433	0	3	3
YJ	ANKE	9.59273	39.733898	25-Oct-2001 00:00:00	17-Jan-2003 23:59:59	432	18	3	3
YJ	ADEE	7.79093	39.906799	10-Nov-2001 00:00:00	17-Jan-2003 23:59:59	430	4	3	3
YJ	MIEE	9.2416	40.758099	16-Nov-2001 00:00:00	21-Jan-2003 23:59:59	427	5	3	3
YJ	BORE	8.74585	39.55397	10-Nov-2001 00:00:00	29-Jan-2003 23:59:59	426	20	3	3
YJ	MELE	9.3106	40.200802	23-Nov-2001 00:00:00	21-Jan-2003 23:59:59	424	1	3	3
YJ	CHAE	9.31181	38.762402	20-Nov-2001 00:00:00	16-Jan-2003 23:59:59	423	0	3	3
YJ	GTFE	9.00342	39.837601	02-Nov-2001 00:00:00	25-Dec-2002 23:59:59	417	2	3	3
YJ	BEDE	8.90862	40.771042	17-Nov-2001 00:00:00	22-Jan-2003 23:59:59	414	18	3	3
YJ	KOTE	9.38748	39.396099	23-Oct-2001 00:00:00	10-Dec-2002 23:59:59	412	2	3	3
YJ	AMME	8.30312	39.09343	01-Nov-2001 00:00:00	14-Dec-2002 23:59:59	407	2	3	3
